timestamp,device_id,temperature_c,vibration_rms,current_a,injected_anomaly
2026-03-14 16:30:00+00:00,device-01,45.00086110735024,0.8316737842435984,1.729075755846804,0
2026-03-14 16:35:00+00:00,device-01,45.219130174768544,0.9117224803950918,1.845072962241836,0
2026-03-14 16:40:00+00:00,device-01,44.82811984764721,0.8759740194334354,1.7869641113741443,0
2026-03-14 16:45:00+00:00,device-01,44.40660960591614,0.8853132834723336,1.8251430694392905,0
2026-03-14 16:50:00+00:00,device-01,44.72176113822317,0.8179275195539055,1.776838304291778,0
2026-03-14 16:55:00+00:00,device-01,44.35588389170786,0.8617261845669609,1.8216556733128344,0
2026-03-14 17:00:00+00:00,device-01,45.102141541388754,0.9064784263065159,1.7589340148037567,0
2026-03-14 17:05:00+00:00,device-01,46.00819472729669,0.9531749824896311,1.8030791278114844,0
2026-03-14 17:10:00+00:00,device-01,44.73550077424068,0.9595022454499303,1.8402478954484174,0
2026-03-14 17:15:00+00:00,device-01,44.65571218470209,0.907232488761326,1.8087084708507584,0
2026-03-14 17:20:00+00:00,device-01,45.44293107218793,0.9030315087146918,1.77924437512894,0
2026-03-14 17:25:00+00:00,device-01,45.35985706004325,0.8722082120746043,1.7421378124604454,0
2026-03-14 17:30:00+00:00,device-01,45.19381789041397,0.9351052852190705,1.81806251144227,0
2026-03-14 17:35:00+00:00,device-01,44.478689040904875,0.9038528067630827,1.8293679063426103,0
2026-03-14 17:40:00+00:00,device-01,45.11952589672735,0.9477690510877698,1.7938361548398598,0
2026-03-14 17:45:00+00:00,device-01,45.636696402935755,1.0063010661309901,1.7638449438505572,0
2026-03-14 17:50:00+00:00,device-01,44.21901222222521,0.9183385779218887,1.8432254762549847,0
2026-03-14 17:55:00+00:00,device-01,44.849605605381214,0.8463288137064422,1.9602405325417411,0
2026-03-14 18:00:00+00:00,device-01,43.849050697536754,0.8793917524642789,1.7938550728562137,0
2026-03-14 18:05:00+00:00,device-01,44.28719566967436,0.8507630792229656,1.8328731103104172,0
2026-03-14 18:10:00+00:00,device-01,43.91061827848264,0.8650494969782636,1.835978133609245,0
2026-03-14 18:15:00+00:00,device-01,45.0452247264511,0.9914013153938155,1.6600123254265988,0
2026-03-14 18:20:00+00:00,device-01,44.3325264410052,0.9387017375209864,1.8220974647564385,0
2026-03-14 18:25:00+00:00,device-01,45.41956898637318,0.8525891131289323,1.772939945458206,0
2026-03-14 18:30:00+00:00,device-01,45.34934890134863,0.9625065296055955,1.89907751956349,0
2026-03-14 18:35:00+00:00,device-01,45.118704684421594,0.9940686769850596,1.8014220861693335,0
2026-03-14 18:40:00+00:00,device-01,43.4977515037323,0.9142790575552624,1.7706738965391824,0
2026-03-14 18:45:00+00:00,device-01,44.892318731963805,0.8996938507235591,1.8048807013750654,0
2026-03-14 18:50:00+00:00,device-01,45.24536680870639,0.9178427845115606,1.8286487414316388,0
2026-03-14 18:55:00+00:00,device-01,45.36854047754519,0.9501578585626874,1.785724952494615,0
2026-03-14 19:00:00+00:00,device-01,44.22802862568918,0.9691394043603991,1.8168235137331203,0
2026-03-14 19:05:00+00:00,device-01,44.97458835196428,0.9974625190291277,1.7393974619597201,0
2026-03-14 19:10:00+00:00,device-01,44.63393653592672,1.0001836999624563,1.8077953866020287,0
2026-03-14 19:15:00+00:00,device-01,44.76259008256207,1.0000353428417552,1.8685142703667648,0
2026-03-14 19:20:00+00:00,device-01,46.081273213021134,1.0100637471621379,1.9407872941650453,0
2026-03-14 19:25:00+00:00,device-01,44.7832294501949,0.9762366709374393,1.8656906575696806,0
2026-03-14 19:30:00+00:00,device-01,45.335589348627686,0.8678185543921718,1.8402783456646827,0
2026-03-14 19:35:00+00:00,device-01,45.98726929462514,0.9390091903458735,1.8956505474193186,0
2026-03-14 19:40:00+00:00,device-01,44.96950870965283,0.962443775695971,1.8864331233499936,0
2026-03-14 19:45:00+00:00,device-01,45.309660806503956,0.9287785332875913,1.9257788922270784,0
2026-03-14 19:50:00+00:00,device-01,45.4749905176625,0.994681651411833,1.8915691189442372,0
2026-03-14 19:55:00+00:00,device-01,45.452116347331604,0.9322882554993939,1.8201990942576545,0
2026-03-14 20:00:00+00:00,device-01,44.55972331112041,0.9051884492608521,1.8434386038067687,0
2026-03-14 20:05:00+00:00,device-01,45.48034338619081,1.0248640167284264,1.8393419493881775,0
2026-03-14 20:10:00+00:00,device-01,46.38799376153597,0.987118885978996,1.847380835116458,0
2026-03-14 20:15:00+00:00,device-01,44.36357729438211,0.965947219808124,1.841931631496703,0
2026-03-14 20:20:00+00:00,device-01,46.0578964703707,1.0024820205605993,1.783626188620215,0
2026-03-14 20:25:00+00:00,device-01,45.549614999198376,1.0104314077928584,1.705012973251399,0
2026-03-14 20:30:00+00:00,device-01,45.02676482669195,0.9755106301027587,1.7915892723444584,0
2026-03-14 20:35:00+00:00,device-01,46.88580069168568,0.8367258459448437,1.7109864273188335,0
2026-03-14 20:40:00+00:00,device-01,46.028793756427035,0.9269753752997111,1.8372841883749613,0
